"ProbeID","SampleVar","LogVarRatio","DiffLevene","t","P.Value","Adj.P.Value","Bonferroni","chr","pos","strand","Type","UCSC_RefGene_Name","DMR","Enhancer","DHS","DMR_Overlap","DMB_Overlap"
"cg05885959",0.0155431658627517,0.0398327202129323,0.00174293266200563,6.89471521594584,6.14965708717402e-10,1.9413895363084e-06,0.000250438635218075,"chr19",897623,"-","I","C19orf22","",NA,TRUE,"",""
"cg25922808",0.224850283717459,0.0319602313893629,0.0191348130616174,6.88735704149173,6.36460374687761e-10,1.99379045729399e-06,0.000259192122987844,"chr12",6862832,"-","I","MLF2","",NA,NA,"",""
"cg22062131",0.0468627484025306,0.0337583821481094,0.00403023664659048,6.88240581085441,6.51341227504979e-10,2.0248309376363e-06,0.000265252201489128,"chr7",100962659,"+","II","RABL5","",NA,NA,"",""
"cg18367735",0.0365709775025219,0.0415470700724392,0.00412250216757532,6.85779220976568,7.3059074283566e-10,2.25398867199346e-06,0.000297525774112394,"chr17",79674897,"+","II","","",NA,NA,"",""
"cg08528000",0.0968995610377401,0.0370563398274463,0.00969935221272111,6.84904139699332,7.61009490104832e-10,2.33018244932167e-06,0.000309913504750292,"chr1",198224330,"+","II","NEK7","",TRUE,NA,"",""
"cg19025525",0.0338594775584832,0.0318920432762694,0.00301068952453735,6.81594976063844,8.87815712600513e-10,2.69817133294885e-06,0.000361554070799433,"chr1",228566824,"+","I","","",NA,TRUE,"",""
"cg19788202",0.164476087628089,0.0745262627246016,0.0402372246238111,6.83306873757652,9.11862620789644e-10,2.74042845334642e-06,0.000371346933690375,"chr14",104941923,"+","II","","",NA,NA,"",""
"cg20704376",0.114412486917417,0.0401796774419196,0.0128197342872748,6.80942638290985,9.15178652579461e-10,2.74042845334642e-06,0.00037269735447646,"chr4",7058690,"-","I","TADA2B","",NA,NA,"",""
"cg06155229",0.174472876444207,0.040509432110882,0.0172911280461121,6.80504417026882,9.34027655817949e-10,2.77645515753983e-06,0.000380373422555301,"chr7",102937535,"-","I","PMPCB","",NA,NA,"",""
"cg05165982",0.134431809619399,0.0346067263520004,0.012096472493556,6.80217437894533,9.46579188870152e-10,2.79337576416427e-06,0.000385484908875481,"chr16",20121436,"+","II","","",NA,NA,"",""
"cg13099829",0.0306704938460089,0.0439509130205531,0.0038003000793557,6.79274920732747,9.88988822137728e-10,2.89753091306612e-06,0.000402755807927368,"chr1",2237991,"-","I","SKI","",NA,NA,"",""
"cg19417024",0.0911692157791585,0.0980607717623625,0.0267096628956314,6.80458317692418,1.14445405285858e-09,3.32906152100129e-06,0.000466067468486128,"chr11",72297851,"-","II","PDE2A","",NA,NA,"",""
"cg10494257",0.126264781033672,0.0439214122157972,0.0146390767827082,6.75700772133855,1.16761444642174e-09,3.37234379273217e-06,0.000475499307160789,"chr1",16342123,"-","II","HSPB7","",TRUE,NA,"",""
"cg08867908",0.0668508936607868,0.0398409158073189,0.00755241790610781,6.74715779454937,1.22222481708694e-09,3.50521166715002e-06,0.000497738834510486,"chr1",2284179,"-","II","LOC100129534","",NA,NA,"",""
"cg08867908",0.0668508936607868,0.0398409158073189,0.00755241790610781,6.74715779454937,1.22222481708694e-09,3.50521166715002e-06,0.000497738834510486,"chr1",2284179,"-","II","MORN1","",NA,NA,"",""
"cg07588113",0.0554400447396454,0.0521984435871327,0.00907842605914699,6.73224015207902,1.37476246787904e-09,3.88868787298627e-06,0.000559858267419061,"chr7",89874465,"-","II","C7orf63","",NA,NA,"",""
"cg08724028",0.0663573571242798,0.0393078432737812,0.00714899655922151,6.7217513835735,1.37503604428341e-09,3.88868787298627e-06,0.000559969678673978,"chr1",57998740,"-","II","DAB1","",NA,NA,"",""
"cg21711672",0.220108677049722,0.0379848348801867,0.0219798570989485,6.71595349255309,1.41247694407877e-09,3.96702429781782e-06,0.00057521711070664,"chr18",12948235,"-","I","SEH1L","",NA,NA,"",""
"cg24313756",0.156811589230497,0.0368256899167926,0.0186104916069225,6.70999042234507,1.45203728956741e-09,4.05019943726522e-06,0.000591327665803433,"chr6",14913283,"+","I","","",TRUE,NA,"",""
"cg01832605",0.0261329444259764,0.0366029695462401,0.00296217880154589,6.69183099889297,1.57939227189217e-09,4.37546454556216e-06,0.000643191708805365,"chr3",53229991,"-","II","","",NA,TRUE,"",""
"cg19223274",0.173036441239797,0.0447441806894382,0.0234941142419982,6.68780917050703,1.60906017927702e-09,4.42753565181724e-06,0.000655273667408773,"chr6",143381998,"+","I","AIG1","",NA,NA,"",""
"cg01388979",0.104860037222348,0.0680737620019534,0.0214892761227078,6.68242813821615,1.76031305355333e-09,4.81121911571886e-06,0.000716869887929056,"chr11",19388224,"-","II","NAV2","",TRUE,NA,"",""
"cg11157486",0.0939023078767611,0.0688920118685594,0.0196212366046172,6.6724721433687,1.84165954141765e-09,4.99999515537645e-06,0.000749997431646926,"chr14",105207716,"+","II","ADSSL1","",NA,NA,"",""
"cg24782497",0.0958503895902849,0.0379331246396409,0.0090432677841233,6.65399544305348,1.88132376349163e-09,5.0738554355503e-06,0.000766150289444332,"chr19",18385409,"+","II","KIAA1683","",NA,TRUE,"",""
"cg23181590",0.120086971677483,0.0485003162880317,0.017618910859317,6.64756620746619,1.9380267343221e-09,5.18738599792519e-06,0.000789242007285333,"chr8",81788187,"-","II","ZNF704","",NA,NA,"",""
"cg06292124",0.194731302337135,0.0621545858510795,0.0337353145838731,6.64635517096794,1.94889526762422e-09,5.18738599792519e-06,0.000793668108787287,"chr12",52408520,"-","I","GRASP","",TRUE,NA,"",""
"cg07043279",0.164859982893862,0.0814560173664716,0.0402539480786488,6.6734018983095,1.96853184785097e-09,5.20562907954986e-06,0.00080166490971883,"chr3",33046213,"-","II","GLB1","",TRUE,NA,"",""
"cg16408593",0.134394736279787,0.101599830682277,0.0420517397074321,6.64385351740105,2.43733107766074e-09,6.36269964998484e-06,0.000992578708066558,"chr1",117753591,"-","II","VTCN1","",NA,NA,"",""
"cg23407670",0.029222034825363,0.0357364055035311,0.0031163550422368,6.57147790681665,2.75217760199524e-09,7.13885069308372e-06,0.00112079680663654,"chr14",75518217,"+","II","MLH3","",NA,NA,"",""
"cg24694326",0.12380598561424,0.0351113350343299,0.0118833701297205,6.56297969331958,2.86188983312528e-09,7.37644859197325e-06,0.00116547601564194,"chr1",151162561,"+","I","VPS72","RDMR",NA,TRUE,"",""
"cg25679743",0.0190456570062103,0.0396366435350299,0.00213238271941911,6.55339362786785,2.99084425619198e-09,7.66034217443949e-06,0.00121799141489162,"chr19",42412463,"-","I","","",NA,NA,"",""
"cg10482913",0.046770608172417,0.0328703095405784,0.00448906706219386,6.54072516991751,3.17011618897503e-09,8.06875804321488e-06,0.00129099811679819,"chr10",100176423,"+","II","HPS1","",NA,NA,"",""
"cg10482913",0.046770608172417,0.0328703095405784,0.00448906706219386,6.54072516991751,3.17011618897503e-09,8.06875804321488e-06,0.00129099811679819,"chr10",100176423,"+","II","PYROXD2","",NA,NA,"",""
"cg02645905",0.0416235666839737,0.033167791129581,0.00364039014637486,6.53767852802646,3.21479052743973e-09,8.13164291419305e-06,0.00130919129439455,"chr9",140612442,"-","II","EHMT1","",NA,NA,"",""
"cg07592519",0.242878429652255,0.075710797337757,0.0617140212631259,6.55596634980797,3.30572007435694e-09,8.31002931358762e-06,0.00134622144308112,"chr11",2735101,"-","I","KCNQ1","",NA,NA,"",""
"cg20329376",0.060715699575751,0.0299130703057758,0.00468521771973943,6.52725048954041,3.37246597577494e-09,8.42580623583166e-06,0.00137340304397459,"chr6",10695389,"+","II","C6orf52","",NA,TRUE,"",""
"cg20329376",0.060715699575751,0.0299130703057758,0.00468521771973943,6.52725048954041,3.37246597577494e-09,8.42580623583166e-06,0.00137340304397459,"chr6",10695389,"+","II","PAK1IP1","",NA,TRUE,"",""
"cg03742567",0.0630560013410743,0.0390204980883828,0.00610424823748574,6.51653525177093,3.54244900760334e-09,8.79652729454507e-06,0.00144262693385638,"chr11",57424513,"+","II","CLP1","",NA,NA,"",""
"cg06351029",0.0348453679098426,0.0360998874086728,0.00336605145722409,6.48135566458654,4.16231677564291e-09,1.02189687192033e-05,0.00169506188371282,"chr18",77606110,"-","I","","",NA,NA,"",""
"cg24635951",0.11726492534925,0.0364535713273913,0.0128075139921528,6.48119047716391,4.16546665828771e-09,1.02189687192033e-05,0.00169634464192109,"chr10",134049492,"-","II","STK32C","",NA,NA,"",""
"cg11794532",0.123426825509689,0.0334136046490239,0.0105220879057405,6.46875053215765,4.40957427544616e-09,1.07530505239938e-05,0.00179575502793269,"chr19",7294340,"-","I","INSR","",NA,NA,"","Yes"
"cg01046905",0.0417440614336042,0.0307985163209525,0.00357267807329041,6.4627964367951,4.53136247442396e-09,1.09842653895648e-05,0.00184535205408441,"chr6",159515345,"-","II","","",NA,NA,"",""
"cg24148882",0.131635181495088,0.106348547951591,0.0406331763286353,6.50612677965582,4.58435232393411e-09,1.10469599097707e-05,0.00186693164039893,"chr17",80772927,"+","II","TBCD","",NA,NA,"",""
"cg07706812",0.198814750136514,0.0466750862923782,0.0259659655901669,6.45716855974403,4.64953203796936e-09,1.11089483278909e-05,0.00189347542714264,"chr16",71746357,"-","II","PHLPP2","",TRUE,NA,"",""
"cg15771941",0.126183181141149,0.0602263087608822,0.0212148143422733,6.45793022333558,4.66463387544313e-09,1.11089483278909e-05,0.00189962549943546,"chr19",21953230,"+","II","","",NA,NA,"",""
"cg01269702",0.0683930200436025,0.0363655096395663,0.00677843225964323,6.45195909326107,4.76162823160104e-09,1.12740130387526e-05,0.00193912548103721,"chr2",3105016,"-","II","","",NA,NA,"",""
"cg27460534",0.0144356785630935,0.0451512237457537,0.00179249116516576,6.44946791102937,4.81617293248076e-09,1.13372432439098e-05,0.00196133826502346,"chr17",80046302,"-","I","FASN","",NA,NA,"",""
"cg19619653",0.246490276841071,0.0356727211996185,0.0239579497287881,6.43921281838686,5.04728760723344e-09,1.18130026003296e-05,0.00205545740516975,"chr11",118938469,"+","I","VPS11","",NA,NA,"",""
"cg00620628",0.0415748801653183,0.0330947062751652,0.00384829217722752,6.43775146109196,5.08110164938457e-09,1.1824188095983e-05,0.00206922783569537,"chr2",238165917,"-","II","","",TRUE,NA,"",""
"cg19486507",0.00708399831025235,0.0429811919288693,0.000871876088481686,6.40825754045301,5.81346498535315e-09,1.3451598261933e-05,0.00236747548063522,"chr11",67287418,"+","I","CABP2","",NA,NA,"",""
"cg02938413",0.0706032097005774,0.0297830465599081,0.00429237034129326,6.40488101189751,5.90369201108263e-09,1.35831945665836e-05,0.00240421953459329,"chr7",100330587,"+","II","ZAN","",NA,NA,"",""
"cg00891242",0.213749188859979,0.0317678948265737,0.0141953078188788,6.39324361899999,6.22539600300521e-09,1.42429016497744e-05,0.00253523026826384,"chr3",157828165,"-","I","RSRC1","",NA,TRUE,"",""
"cg17401635",0.0454192256860425,0.0387859889371639,0.00511629526534558,6.38349404602171,6.50819963702744e-09,1.48067359127525e-05,0.00265039922018305,"chr5",176944162,"-","I","DDX41","",NA,NA,"",""
"cg12033779",0.0878408223232117,0.036888350599227,0.00984288618752805,6.37457722042133,6.7779398649116e-09,1.53347500473692e-05,0.0027602482305866,"chr8",810796,"-","II","","",TRUE,NA,"",""
"cg10892335",0.0663997647878439,0.0858875069742592,0.016709082778723,6.40310933125838,7.39360520943069e-09,1.65001345939977e-05,0.00301097178548855,"chr1",53966318,"+","I","","",NA,NA,"",""
"cg17862947",0.0384580249916223,0.0302229508258868,0.00274636586650975,6.35536962076621,7.39706358187882e-09,1.65001345939977e-05,0.00301238017308433,"chr12",133086926,"+","I","FBRSL1","",NA,NA,"",""
"cg12950007",0.0635380942452771,0.0371932100426021,0.00668626630942119,6.35484933040291,7.41458897974805e-09,1.65001345939977e-05,0.0030195172161126,"chr19",52900970,"-","II","ZNF528","DMR",NA,NA,"",""
"cg26408600",0.0469716633389133,0.0856303163901742,0.0118750581191386,6.40007507882098,7.54068209250403e-09,1.66895375871382e-05,0.00307086737535134,"chr14",24559812,"+","II","","",NA,NA,"",""
"cg22596557",0.222275515994666,0.0357175481166716,0.0230259907042799,6.34957502403273,7.5945794610113e-09,1.67179682934146e-05,0.00309281653970224,"chr22",38142152,"+","I","TRIOBP","",NA,NA,"",""
"cg27158572",0.0530933742923911,0.0361889461941156,0.00523586997155543,6.34295254292539,7.82669905900644e-09,1.71363051155314e-05,0.00318734492478978,"chr19",292210,"-","I","PPAP2C","",NA,NA,"",""
"cg10438977",0.116166636460281,0.0384445522337829,0.0111275743649694,6.34123982218668,7.88786200404674e-09,1.71405563190561e-05,0.00321225292252799,"chr16",602135,"-","I","SOLH","",NA,NA,"",""
"cg22824625",0.0755085190723276,0.0314207497648445,0.00635129427298298,6.3405447084737,7.91281965220236e-09,1.71405563190561e-05,0.00322241667516289,"chr6",15666243,"+","II","","",NA,NA,"",""
"cg10711035",0.112472849217412,0.0355942153764223,0.0103716916130919,6.33783366229673,8.01090559467356e-09,1.71703642383182e-05,0.00326236119437486,"chr6",33281580,"+","I","TAPBP","",NA,TRUE,"",""
"cg19551199",0.0602224762373486,0.0449775108415515,0.00740906963874344,6.33367755065652,8.16361020529961e-09,1.74060564587247e-05,0.00332454862000621,"chr19",585260,"-","II","","",NA,NA,"",""
"cg16067029",0.0586760019291108,0.0420395955624081,0.0053258458333652,6.33117904614467,8.25679051579538e-09,1.75130397210574e-05,0.00336249536965251,"chr15",25300687,"+","II","SNORD116-3","",NA,NA,"",""
"cg16067029",0.0586760019291108,0.0420395955624081,0.0053258458333652,6.33117904614467,8.25679051579538e-09,1.75130397210574e-05,0.00336249536965251,"chr15",25300687,"+","II","SNORD116-9","",NA,NA,"",""
"cg14381390",0.106069499545145,0.0347611712653688,0.010024720182835,6.32979585705985,8.30882664575394e-09,1.75320977826087e-05,0.00338368656321683,"chr4",2044056,"+","I","C4orf48","",NA,NA,"",""
"cg08524641",0.0233814068043389,0.0392624806100098,0.00262515928988135,6.32397017952214,8.53156856038153e-09,1.79093016087543e-05,0.00347439598052978,"chr16",28874937,"+","II","SH2B1","",NA,NA,"",""
"cg26770385",0.188504710275636,0.0305608757026602,0.0179575683855155,6.32265146016875,8.58280188542129e-09,1.79244555006197e-05,0.00349526023981897,"chr8",125486821,"-","I","RNF139","",NA,NA,"",""
"cg09043962",0.0701790724246546,0.0378516663872626,0.00725510752947334,6.31674130069383,8.81617354182069e-09,1.83178945374724e-05,0.00359029851317106,"chr17",79694615,"-","II","","",NA,NA,"",""
"cg19880646",0.0285956328365697,0.0315322582005845,0.00238215257147986,6.30813046525134,9.16744153315277e-09,1.89510561289476e-05,0.00373334888996114,"chr6",31602269,"+","II","BAT2","",NA,NA,"",""
"cg14483162",0.128062375200725,0.0355532553625886,0.0115252477614729,6.30502795662741,9.2973617163906e-09,1.91225600138617e-05,0.00378625758538291,"chr5",159492309,"+","II","TTC1","",NA,NA,"",""
"cg18684905",0.125587291714747,0.0580451475485716,0.0211225901872524,6.30386354969386,9.36240113852309e-09,1.91595658394637e-05,0.00381274423965214,"chr19",1822532,"+","I","REXO1","",NA,NA,"",""
"cg02961557",0.143177085843804,0.105296817484035,0.0453729743021595,6.33172422555004,9.97992942459807e-09,2.03211821940137e-05,0.00406422645887332,"chr16",15529014,"+","II","C16orf45","",NA,TRUE,"",""
"cg18028483",0.163567239311368,0.0338613790929563,0.014698809027365,6.28795083465047,1.00456991788595e-08,2.03533362154126e-05,0.00409101053359875,"chr6",109307801,"-","I","SESN1","",NA,NA,"",""
"cg13686384",0.0638465129528902,0.0363471435678399,0.00543874538006879,6.28448659853384,1.0204607771077e-08,2.05729439272335e-05,0.0041557244686934,"chr9",978258,"+","II","DMRT3","RDMR",NA,NA,"",""
"cg02517473",0.169681082576322,0.0362123257058402,0.016551318149108,6.28149974421022,1.03436086866983e-08,2.07504509614765e-05,0.00421233120157103,"chr2",106927320,"-","I","","",NA,NA,"",""
"cg14992138",0.0560750489387726,0.0555342818982861,0.00920197521599588,6.28354210804896,1.13282404645707e-08,2.26143332109424e-05,0.00461331264679178,"chr19",40129920,"-","II","LOC100129935","",NA,NA,"",""
"cg22092448",0.177716887091691,0.0372366239844629,0.0181135008576662,6.25152331494547,1.18463732755744e-08,2.35333117030155e-05,0.00482431705274491,"chr19",18530401,"-","I","SSBP4","",TRUE,NA,"",""
"cg09020064",0.0545293546923911,0.0309536589323075,0.00442248495890833,6.24693713338661,1.20945472053501e-08,2.39096868856989e-05,0.00492538340390676,"chr8",141545748,"+","II","EIF2C2","",NA,NA,"",""
"cg08888203",0.204869095987159,0.0372534454778879,0.0162593140457648,6.22966946273497,1.30758497609746e-08,2.57247446014931e-05,0.00532500905665931,"chr3",10149979,"-","I","C3orf24","",NA,NA,"",""
"cg09375878",0.126794002044731,0.114675004962386,0.0413534022287497,6.2656235737412,1.35317137930494e-08,2.64935993115154e-05,0.00551065512508142,"chr3",16555401,"+","II","RFTN1","DMR",NA,TRUE,"",""
"cg07882302",0.0170886097070307,0.0292797391356731,0.00139005053128281,6.213282426057,1.40795969345637e-08,2.74343977762137e-05,0.00573377505563174,"chr16",87948277,"-","II","CA5A","",NA,NA,"",""
"cg16638748",0.0216761166772706,0.0646545513787799,0.00399211127679959,6.23256602503743,1.44567124781332e-08,2.80350764109878e-05,0.00588735158959496,"chr12",124829288,"+","I","NCOR2","",NA,NA,"",""
"cg19451038",0.125889580599111,0.0415931560014542,0.0150790962077146,6.19398611246159,1.53593406492148e-08,2.96443281769047e-05,0.00625493788598624,"chr11",82904055,"-","II","ANKRD42","",NA,NA,"",""
"cg00832923",0.131196182183228,0.0514864903760346,0.0195280608076412,6.19236761976911,1.54717556210682e-08,2.97204397682992e-05,0.00630071775912381,"chr7",150270224,"-","II","GIMAP4","",NA,NA,"",""
"cg26841990",0.0547472818806137,0.0315933921747178,0.00476872391811969,6.1895995515314,1.56659004299087e-08,2.99520983895608e-05,0.00637978129107603,"chr6",30314223,"-","II","RPP21","",NA,NA,"",""
"cg07987250",0.0575535766232656,0.0347973940832055,0.00417057517853674,6.18055007476337,1.63175309714187e-08,3.10521851884651e-05,0.00664515131280056,"chr6",18368166,"-","II","","",NA,NA,"",""
"cg16711556",0.0938448643960422,0.0325254024813567,0.00846700862142316,6.17871856895069,1.64526304749196e-08,3.11636543592406e-05,0.00670016923460625,"chr12",88325595,"-","II","","",TRUE,NA,"",""
"cg21886042",0.060485939921309,0.0329856528879362,0.00551294257759475,6.17329181898201,1.68594418774449e-08,3.17863702296876e-05,0.00686583911017065,"chr13",112076036,"-","II","","",NA,NA,"",""
"cg21655444",0.133122476598975,0.0321094937325326,0.0105442678905601,6.17079874855317,1.70496435372626e-08,3.1907445504884e-05,0.00694329683411483,"chr18",74770402,"+","I","MBP","",NA,NA,"",""
"cg19936605",0.0675894863745218,0.0343848316775561,0.00665691045818048,6.17039869949149,1.7080360572891e-08,3.1907445504884e-05,0.00695580603970415,"chr10",52350890,"-","II","SGMS1","",NA,NA,"",""
"cg17853833",0.0371846721981008,0.0320035679747628,0.0034059065490552,6.1635226093506,1.76169421063007e-08,3.27595484945753e-05,0.00717432350336989,"chr22",31885141,"-","II","EIF4ENIF1","",NA,NA,"",""
"cg02460794",0.0242747940345981,0.0270461362915965,0.00190748199880336,6.15759754937813,1.80926212271678e-08,3.34911689144229e-05,0.00736803906855181,"chr21",29391771,"-","II","C21orf94","",NA,NA,"",""
"cg19586702",0.051222109939205,0.033989394719778,0.00418322571143115,6.15233536648939,1.85256901147897e-08,3.41376496291271e-05,0.00754440204234697,"chr12",88178203,"+","II","","",NA,NA,"",""
"cg05953285",0.195654685237533,0.0452996383378933,0.0243062937796309,6.14844518048463,1.88524034260462e-08,3.45832055118311e-05,0.00767745277122307,"chr11",65530530,"+","I","","",NA,NA,"",""
